name,abbrv,formula,state,ref1,ref2,date,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
"analcime,dehydrated",Dhyd-Anl,NaAlSi2O6,cr,HDNB78,NA,5.May.78,-674989,-714678,41.9,NA,89.1,42.09,24.14,-8.88,0,0,0,0,1000
andalusite,And,Al2SiO5,cr,HDNB78,NA,5.May.78,-580587,-615866,22.2,NA,51.53,41.310833,6.292556,-12.392063,0,0,0,0,1043
andradite,Adr,Ca3Fe2Si3O12,cr,HDNB78,SH88.1,15.Mar.90,-1296819,-1380345,70.13,NA,131.85,113.532,15.636,-30.889,0,0,0,0,1100
anglesite,Ang,PbSO4,cr,HDNB78,NA,5.May.78,-194353,-219870,35.51,NA,47.95,10.96,31,4.2,0,0,0,0,1100
anhydrite,Anh,CaSO4,cr,HDNB78,NA,5.May.78,-315925,-342760,25.5,NA,45.94,16.78,23.6,0,0,0,0,0,1453
annite,Ann,KFe3(AlSi3)O10(OH)2,cr,HDNB78,NA,5.May.78,-1147156,-1232195,95.2,NA,154.32,106.43,29.77,-19.31,0,0,0,0,1000
anorthite,An,Ca(Al2Si2)O8,cr,HDNB78,SH88.1,15.Mar.90,-954078,-1007552,49.1,NA,100.79,63.311,14.794,-15.44,0,0,0,0,1700
anthophyllite,Ath,Mg7Si8O22(OH)2,cr1,HDNB78,NA,5.May.78,-2715430,-2888749,128.6,NA,264.4,180.682,60.574,-38.462,0,0,0,0,903
anthophyllite,Ath,Mg7Si8O22(OH)2,cr2,HDNB78,NA,5.May.78,-2718479.297,NA,108.796,NA,264.4,197.542,41.614,-13.342,0,0,0,0,1258
anthophyllite,Ath,Mg7Si8O22(OH)2,cr3,HDNB78,NA,5.May.78,-2719529.932,NA,105.9454,NA,264.4,199.522,41.614,-13.342,0,0,0,0,1800
antigorite,Atg,Mg48Si34O85(OH)62,cr1,HDNB78,NA,5.May.78,-15808020,-17070891,861.36,NA,1749.13,1228.45,513.76,-286.68,0,0,0,0,848
antigorite,Atg,Mg48Si34O85(OH)62,cr2,HDNB78,NA,5.May.78,-15808027.845,NA,858.9133,NA,1749.13,1234.83,501.24,-281.28,0,0,0,0,1000
aragonite,Arg,CaCO3,cr,HDNB78,PB82,9.Mar.90,-269683,-288531,21.56,NA,34.15,20.13,10.24,-3.34,0,0,0,0,600
artinite,Art,Mg2(OH)2(CO3)*3H2O,cr,HDNB78,NA,5.May.78,-613915,-698043,55.67,NA,96.9,70.87,27.66,-7.43,0,0,0,0,1000
azurite,Azr,Cu3(OH)2(CO3)2,cr,HDNB78,NA,5.May.78,-334417,-390100,66.97,NA,91.01,36.88,77.44,-0.92,0,0,0,0,780
barite,Brt,BaSO4,cr,HDNB78,NA,5.May.78,-325563,-352100,31.6,NA,52.1,33.8,0,-8.43,0,0,0,0,1422
boehmite,Bhm,AlO(OH),cr,HDNB78,NA,5.May.78,-217250,-235078,11.58,NA,19.535,14.435,4.2,0,0,0,0,0,500
bornite,Bn,Cu5FeS4,cr1,HDNB78,PK70,5.May.78,-86704,-79922,99.29,NA,98.6,49.76,35.08,-1.35,0,0,0,0,485
bornite,Bn,Cu5FeS4,cr2,HDNB78,PK70,5.May.78,-86373.231,-78463.256,103.0733,NA,98.6,-34.31,247,0,0,0,0,0,540
bornite,Bn,Cu5FeS4,cr3,HDNB78,PK70,5.May.78,-86513.642,-80947.917,95.2106,NA,98.6,80.33,-2.04,0,0,0,0,0,1200
bromellite,Brm,BeO,cr,HDNB78,NA,5.May.78,NA,NA,3.38,NA,8.309,8.45,4,-3.17,0,0,0,0,1200
brucite,Brc,Mg(OH)2,cr,HDNB78,NA,5.May.78,-199646,-221390,15.09,NA,24.63,24.147,4.0124,-6.11,0,0,0,0,900
bunsenite,Bsn,NiO,cr1,HDNB78,NA,5.May.78,-50573,-57300,9.08,NA,10.97,-4.99,37.58,3.89,0,0,0,0,525
bunsenite,Bsn,NiO,cr2,HDNB78,NA,5.May.78,-50581.657,-57508.213,8.4107,NA,10.97,13.88,0,0,0,0,0,0,565
bunsenite,Bsn,NiO,cr3,HDNB78,NA,5.May.78,-50447.661,-57020.353,9.5976,NA,10.97,11.18,2.02,0,0,0,0,0,2000
ca-al-pyroxene,Ca-Al-Px,CaAl(AlSi)O6,cr,HDNB78,SH88.1,15.Mar.90,-742067,-783793,35,NA,63.5,54.13,6.42,-14.9,0,0,0,0,1400
ca-phillipsite,Ca-Php,Ca(Al2Si5)O14*5H2O,cr1,HDNB78,NA,5.May.78,NA,NA,166.6,NA,265,145.82,52.67,-19.13,0,0,0,0,848
ca-phillipsite,Ca-Php,Ca(Al2Si5)O14*5H2O,cr2,HDNB78,NA,5.May.78,-3.895,NA,165.3767,NA,265,149.01,46.41,-16.43,0,0,0,0,1000
calcite,Cal,CaCO3,cr,HDNB78,PB82,9.Mar.90,-269880,-288552,22.15,NA,36.934,24.98,5.24,-6.2,0,0,0,0,1200
celadonite,Cln,K(MgAl)Si4O10(OH)2,cr,HDNB78,NA,5.May.78,NA,NA,74.9,NA,157.1,80.25,25.3,-18.54,0,0,0,0,1000
celestite,Cls,SrSO4,cr,HDNB78,NA,5.May.78,-320435,-347300,28,NA,46.25,21.8,13.3,0,0,0,0,0,1500
cerussite,Cer,PbCO3,cr,HDNB78,NA,5.May.78,-150370,-168000,31.3,NA,40.59,12.39,28.6,0,0,0,0,0,800
chabazite,Cbz,Ca(Al2Si4)O12*6H2O,cr,HDNB78,NA,5.May.78,NA,NA,152.9,NA,247.76,146,44.47,-16.43,0,0,0,0,1000
chalcedony,Cha,SiO2,cr,HDNB78,NA,5.May.78,-204276,-217282,9.88,NA,22.688,11.22,8.2,-2.7,0,0,0,0,848
chalcocite,Cc,Cu2S,cr1,HDNB78,NA,5.May.78,-20626,-19000,28.9,NA,27.48,12.63,18.82,0,0,0,0,0,376
chalcocite,Cc,Cu2S,cr2,HDNB78,NA,5.May.78,-20479.051,-18494.843,30.1015,NA,27.48,26.78,-7.35,0,0,0,0,0,717
chalcocite,Cc,Cu2S,cr3,HDNB78,NA,5.May.78,-19940.435,-17064.666,33.0917,NA,27.48,20.32,0,0,0,0,0,0,1400
chalcopyrite,Ccp,CuFeS2,cr1,HDNB78,PK70,5.May.78,-44900,-44453,31.15,NA,42.83,20.79,12.8,-1.34,0,0,0,0,830
chalcopyrite,Ccp,CuFeS2,cr2,HDNB78,PK70,5.May.78,-34590.133,-15235.889,94.5651,NA,42.83,-141.4,210,0,0,0,0,0,930
chalcopyrite,Ccp,CuFeS2,cr3,HDNB78,PK70,5.May.78,-46119.409,-49143.645,19.5073,NA,42.83,41.22,0,0,0,0,0,0,1200
chloritoid,Cld,FeAl2SiO5(OH)2,cr,HDNB78,NA,5.May.78,NA,NA,42.1,NA,69.8,60.63,17.13,-13.63,0,0,0,0,1000
chrysotile,Ctl,Mg3Si2O5(OH)4,cr,HDNB78,NA,5.May.78,-964871,-1043123,52.9,NA,108.5,75.82,31.6,-17.58,0,0,0,0,1000
cinnabar,Cin,HgS,cr,HDNB78,NA,5.May.78,-10940,-12750,19.7,NA,28.416,10.46,3.72,0,0,0,0,0,618
"clinochlore,14a",14A-Cnc,Mg5Al(AlSi3)O10(OH)8,cr,HDNB78,NA,5.May.78,-1961703,-2116964,111.2,NA,207.11,166.5,42.1,-37.47,0,0,0,0,900
"clinochlore,7a",7A-Cnc,Mg5Al(AlSi3)O10(OH)8,cr1,HDNB78,NA,5.May.78,-1957101,-2113197,106.5,NA,211.5,162.82,50.62,-40.88,0,0,0,0,848
"clinochlore,7a",7A-Cnc,Mg5Al(AlSi3)O10(OH)8,cr2,HDNB78,NA,5.May.78,-1957104.895,NA,105.2767,NA,211.5,166.01,44.36,-38.18,0,0,0,0,900
clinozoisite,Czo,Ca2Al3Si3O12(OH),cr,HDNB78,SH88.1,15.Mar.90,-1549240,-1643781,70.64,NA,136.2,106.118,25.214,-27.145,0,0,0,0,700
coesite,Cos,SiO2,cr1,HDNB78,NA,5.May.78,-203541,-216614,9.65,NA,20.641,11,8.2,-2.7,0,0,0,0,848
coesite,Cos,SiO2,cr2,HDNB78,NA,5.May.78,-203544.895,NA,8.4267,NA,20.641,14.19,1.94,0,0,0,0,0,2000
copper,Cu,Cu,cr,HDNB78,NA,5.May.78,0,0,7.923,NA,7.113,5.41,1.5,0,0,0,0,0,1357
cordierite,Crd,Mg2Al3(AlSi5)O18,cr,HDNB78,NA,5.May.78,-2061279,-2183199,97.33,NA,233.22,143.83,25.8,-38.6,0,0,0,0,1700
"cordierite,hydrous",Hyd-Crd,Mg2Al3(AlSi5)O18*H2O,cr,HDNB78,NA,5.May.78,-2121350,-2255676,111.43,NA,241.22,155.23,25.8,-38.6,0,0,0,0,1700
corundum,Crn,Al2O3,cr,HDNB78,NA,5.May.78,-374824,-397145,12.18,NA,25.575,27.49,2.82,-8.38,0,0,0,0,1800
covellite,Cv,CuS,cr,HDNB78,NA,5.May.78,-12612,-12500,15.9,NA,20.42,10.6,2.64,0,0,0,0,0,1273
cristobalite,Crs,SiO2,cr1,HDNB78,NA,5.May.78,-203895,-216755,10.372,NA,25.74,13.98,3.34,-3.81,0,0,0,0,543
cristobalite,Crs,SiO2,cr2,HDNB78,NA,5.May.78,-203677.53,-216037.379,12.0495,NA,25.74,17.39,0.31,-9.89,0,0,0,0,2000
"cristobalite,alpha",A-Crs,SiO2,cr,HDNB78,NA,5.May.78,-203895,-216755,10.372,NA,25.74,13.98,3.34,-3.81,0,0,0,0,1000
"cristobalite,beta",B-Crs,SiO2,cr,HDNB78,NA,5.May.78,-203290,-215675,11.963,NA,27.38,17.39,0.31,-9.89,0,0,0,0,2000
"cronstedtite,7a",7A-Csd,Fe2Fe(FeSi)O5(OH)4,cr1,HDNB78,NA,5.May.78,NA,NA,73.5,NA,110.9,84.79,41.84,-12.476,0,0,0,0,950
"cronstedtite,7a",7A-Csd,Fe2Fe(FeSi)O5(OH)4,cr2,HDNB78,NA,5.May.78,-160.595,NA,69.3289,NA,110.9,97.3,23.24,-8.93,0,0,0,0,1050
"cronstedtite,7a",7A-Csd,Fe2Fe(FeSi)O5(OH)4,cr3,HDNB78,NA,5.May.78,957.096,NA,73.4065,NA,110.9,93.01,25,-8.93,0,0,0,0,1500
cummingtonite,Cum,Mg7Si8O22(OH)2,cr,HDNB78,NA,5.May.78,NA,NA,127.5,NA,271.9,185.24,58.61,-44.66,0,0,0,0,800
cuprite,Cpr,Cu2O,cr,HDNB78,NA,5.May.78,-35384,-40830,22.08,NA,23.437,14.08,5.88,-0.76,0,0,0,0,1515
"daphnite,14a",Dph-14A,Fe5Al(AlSi3)O10(OH)8,cr,HDNB78,NA,5.May.78,-1550482,-1695426,142.5,NA,213.42,176.21,43.76,-33.82,0,0,0,0,1000
"daphnite,7a",7A-Dph,Fe5Al(AlSi3)O10(OH)8,cr1,HDNB78,NA,5.May.78,NA,NA,138.9,NA,221.2,172.53,52.28,-37.23,0,0,0,0,848
"daphnite,7a",7A-Dph,Fe5Al(AlSi3)O10(OH)8,cr2,HDNB78,NA,5.May.78,3.159,NA,137.726,NA,221.2,175.72,46.02,-34.63,0,0,0,0,1000
diaspore,Dsp,AlO(OH),cr,HDNB78,NA,5.May.78,-218402,-237170,8.43,NA,17.76,14.435,4.2,0,0,0,0,0,500
dickite,Dck,Al2Si2O5(OH)4,cr,HDNB78,RHF79.1,5.May.78,NA,NA,47.1,NA,99.3,72.77,29.2,-21.52,0,0,0,0,1000
diopside,Di,CaMg(SiO3)2,cr,HDNB78,SH88.1,15.Mar.90,-723780,-765378,34.2,NA,66.09,52.87,7.84,-15.74,0,0,0,0,1600
dolomite,Dol,CaMg(CO3)2,cr,HDNB78,SH88.1,15.Mar.90,-517760,-556631,37.09,NA,64.365,41.557,23.952,-9.884,0,0,0,0,1000
"dolomite,disordered",Dis-Dol,CaMg(CO3)2,cr,HDNB78,SH88.1,15.Mar.90,-515653,-553704,39.84,NA,64.39,44.711,17.779,-10.948,0,0,0,0,1000
"dolomite,ordered",Ord-Dol,CaMg(CO3)2,cr,HDNB78,SH88.1,15.Mar.90,-517760,-556631,37.09,NA,64.34,44.711,17.779,-10.948,0,0,0,0,1000
edenite,Ed,Na(Ca2Mg5)(AlSi7)O22(OH2),cr1,HDNB78,NA,5.May.78,NA,NA,161,NA,271,199.71,48.78,-46.01,0,0,0,0,848
edenite,Ed,Na(Ca2Mg5)(AlSi7)O22(OH2),cr2,HDNB78,NA,5.May.78,-3.895,NA,159.7767,NA,271,202.9,42.52,-43.31,0,0,0,0,1000
enstatite,En,MgSiO3,cr1,HDNB78,NA,5.May.78,-348930,-369686,16.2,NA,31.276,24.55,4.74,-6.28,0,0,0,0,903
enstatite,En,MgSiO3,cr2,HDNB78,NA,5.May.78,-349581.153,-371758.464,11.4328,NA,31.296,28.765,0,0,0,0,0,0,1258
enstatite,En,MgSiO3,cr3,HDNB78,NA,5.May.78,-349546.21,-371843.59,11.0302,NA,32.386,29.26,0,0,0,0,0,0,1800
epidote,Ep,Ca2FeAl2Si3O12(OH),cr,HDNB78,SH88.1,15.Mar.90,-1450906,-1543992,75.28,NA,139.2,117.622,12.816,-31.864,0,0,0,0,1100
"epidote,ordered",Ord-Ep,Ca2FeAl2Si3O12(OH),cr,HDNB78,SH88.1,15.Mar.90,-1450906,-1544016,75.2,NA,139.2,113.78,14.69,-28.92,0,0,0,0,1100
epistilbite,Eps,Ca(Al2Si6)O16*5H2O,cr1,HDNB78,NA,5.May.78,NA,NA,152.9,NA,267.56,157.04,60.87,-21.83,0,0,0,0,848
epistilbite,Eps,Ca(Al2Si6)O16*5H2O,cr2,HDNB78,NA,5.May.78,-7.845,NA,150.4533,NA,267.56,163.42,48.35,-16.43,0,0,0,0,1000
fayalite,Fa,Fe2SiO4,cr,HDNB78,NA,5.May.78,-330233,-354119,35.45,NA,46.39,36.51,9.36,-6.7,0,0,0,0,1490
ferroedenite,Fe-Ed,Na(Ca2Fe5)(AlSi7)O22(OH)2,cr1,HDNB78,NA,5.May.78,NA,NA,193.7,NA,280.9,209.42,50.44,-42.36,0,0,0,0,848
ferroedenite,Fe-Ed,Na(Ca2Fe5)(AlSi7)O22(OH)2,cr2,HDNB78,NA,5.May.78,-3.895,NA,192.4767,NA,280.9,212.61,44.18,-39.66,0,0,0,0,1000
ferrogedrite,Fe-Ged,(Fe5Al2)(Al2Si6)O22(OH)2,cr1,HDNB78,NA,5.May.78,NA,NA,153.5,NA,265.9,196.27,58.39,-39.01,0,0,0,0,903
ferrogedrite,Fe-Ged,(Fe5Al2)(Al2Si6)O22(OH)2,cr2,HDNB78,NA,5.May.78,-1524.649,NA,143.598,NA,265.9,204.7,48.91,-26.45,0,0,0,0,1258
ferrogedrite,Fe-Ged,(Fe5Al2)(Al2Si6)O22(OH)2,cr3,HDNB78,NA,5.May.78,-2049.966,NA,142.1727,NA,265.9,205.69,48.91,-26.45,0,0,0,0,1500
ferropargasite,Fe-Prg,Na(Ca2Fe4Al)(Al2Si6)O22(OH)2,cr,HDNB78,NA,5.May.78,-2526187,-2686900,185.5,NA,279.89,213.57,42.99,-47.29,0,0,0,0,1000
ferrosilite,Fs,FeSiO3,cr1,HDNB78,Hel85,5.May.78,-267588,-285658,21.63,NA,32.952,26.49,5.07,-5.55,0,0,0,0,413
ferrosilite,Fs,FeSiO3,cr2,HDNB78,NA,5.May.78,-267566.749,-285550.307,21.9199,NA,33.008,23.865,8.78,-4.7,0,0,0,0,1400
ferrotremolite,Fe-Tr,(Ca2Fe5)Si8O22(OH)2,cr,HDNB78,NA,5.May.78,-2349100,-2511300,163.5,NA,282.8,197.93,58.95,-41.17,0,0,0,0,800
ferrous-oxide,Frs-Ox,FeO,cr,HDNB78,NA,5.May.78,-60097,-65020,14.52,NA,12,12.122,2.072,-0.75,0,0,0,0,1600
fluoredenite,Fl-Ed,Na(Ca2Mg5)(AlSi7)O22(F)2,cr1,HDNB78,NA,5.May.78,NA,NA,146.7,NA,272.5,195.23,46.74,-44.92,0,0,0,0,848
fluoredenite,Fl-Ed,Na(Ca2Mg5)(AlSi7)O22(F)2,cr2,HDNB78,NA,5.May.78,-3.895,NA,145.4767,NA,272.5,198.42,40.48,-42.22,0,0,0,0,1000
fluorite,Fl,CaF2,cr,HDNB78,NA,5.May.78,-280493,-293000,16.39,NA,24.542,14.3,7.28,0.47,0,0,0,0,1424
fluorphlogopite,F-Phl,KMg3(AlSi3)O10(F)2,cr,HDNB78,RHF79.1,5.May.78,NA,NA,80.38,NA,146.37,96.13,26.74,-20.41,0,0,0,0,1000
fluortremolite,F-Tr,(Ca2Mg5)Si8O22(F)2,cr,HDNB78,NA,5.May.78,NA,NA,129.4,NA,270.45,183.74,55.25,-43.73,0,0,0,0,800
forsterite,Fo,Mg2SiO4,cr,HDNB78,NA,5.May.78,-491564,-520000,22.75,NA,43.79,35.81,6.54,-8.52,0,0,0,0,1800
galena,Gn,PbS,cr,HDNB78,NA,5.May.78,-23115,-23500,21.8,NA,31.49,11.17,2.2,0,0,0,0,0,1388
gehlenite,Gh,Ca2(Al2Si)O7,cr,HDNB78,SH88.1,15.Mar.90,-903148,-951225,48.1,NA,90.24,63.74,8,-15.12,0,0,0,0,1800
gibbsite,Gbs,Al(OH)3,cr,HDNB78,NA,5.May.78,-276168,-309065,16.75,NA,31.956,8.65,45.6,0,0,0,0,0,425
glaucophane,Gln,Na2(Mg3Al2)Si8O22(OH)2,cr,HDNB78,NA,5.May.78,NA,NA,130,NA,269.7,190.26,59.36,-50.01,0,0,0,0,800
gold,Au,Au,cr,HDNB78,NA,5.May.78,0,0,11.33,NA,10.215,5.66,1.24,0,0,0,0,0,1336
graphite,Gr,C,cr,HDNB78,NA,5.May.78,0,0,1.372,NA,5.298,4.03,1.14,-2.04,0,0,0,0,2500
greenalite,Grn,Fe3Si2O5(OH)4,cr,HDNB78,NA,5.May.78,-715340,-644110,72.6,NA,115,81.65,32.6,-15.39,0,0,0,0,1000
grossular,Grs,Ca3Al2Si3O12,cr,HDNB78,SH88.1,15.Mar.90,-1496307,-1582737,60.87,NA,125.3,104.017,17.013,-27.318,0,0,0,0,1000
grunerite,Gru,Fe7Si8O22(OH)2,cr,HDNB78,NA,5.May.78,NA,NA,163.3,NA,256.67,198.83,60.93,-39.55,0,0,0,0,800
halite,Hl,NaCl,cr,HDNB78,NA,5.May.78,-91807,-98260,17.24,NA,27.015,10.98,3.9,0,0,0,0,0,1073
halloysite,Hal,Al2Si2O5(OH)4,cr,HDNB78,RHF79.1,5.May.78,NA,NA,48.52,NA,99.3,72.77,29.2,-21.52,0,0,0,0,1000
hastingsite,Hs,Na(Ca2Fe4Fe)(Al2Si6)O22(OH)2,cr1,HDNB78,NA,5.May.78,NA,NA,189.2,NA,280.3,211.57,50.88,-44.88,0,0,0,0,950
hastingsite,Hs,Na(Ca2Fe4Fe)(Al2Si6)O22(OH)2,cr2,HDNB78,NA,5.May.78,-79.315,NA,187.1167,NA,280.3,217.82,41.58,-43.1,0,0,0,0,1050
hastingsite,Hs,Na(Ca2Fe4Fe)(Al2Si6)O22(OH)2,cr3,HDNB78,NA,5.May.78,477.644,NA,189.1492,NA,280.3,215.68,42.46,-43.1,0,0,0,0,1500
hedenbergite,Hd,CaFe(SiO3)2,cr,HDNB78,SH88.1,5.Mar.90,-638998,-678276,40.7,NA,68.27,54.81,8.17,-15.01,0,0,0,0,1600
hematite,Hem,Fe2O3,cr1,HDNB78,NA,5.May.78,-178155,-197720,20.94,NA,30.274,23.49,18.6,-3.55,0,0,0,0,950
hematite,Hem,Fe2O3,cr2,HDNB78,NA,5.May.78,-178206.12,-198965.094,16.9353,NA,30.274,36,0,0,0,0,0,0,1050
hematite,Hem,Fe2O3,cr3,HDNB78,NA,5.May.78,-177088.429,-196631.631,21.0129,NA,30.274,31.71,1.76,0,0,0,0,0,1800
heulandite,Hul,Ca(Al2Si7)O18*6H2O,cr1,HDNB78,NA,5.May.78,NA,NA,182.4,NA,316.37,179.66,69.07,-24.53,0,0,0,0,848
heulandite,Hul,Ca(Al2Si7)O18*6H2O,cr2,HDNB78,NA,5.May.78,-11.741,NA,178.73,NA,316.37,189.23,50.29,-16.43,0,0,0,0,1000
huntite,Hun,CaMg3(CO3)4,cr,HDNB78,NA,5.May.78,-1004710,-1082600,71.59,NA,122.9,84.17,42.86,-20.44,0,0,0,0,1000
hydromagnesite,Hydro-Mgs,Mg5(OH)2(CO3)4*4H2O,cr,HDNB78,NA,5.May.78,-1401687,-1557090,129.38,NA,208.8,141.46,65.28,-21.67,0,0,0,0,1000
jadeite,Jd,NaAl(SiO3)2,cr,HDNB78,NA,5.May.78,-679445,-722116,31.9,NA,60.4,48.16,11.42,-11.87,0,0,0,0,1400
k-feldspar,K-Fs,K(AlSi3)O8,cr,HDNB78,NA,5.May.78,-895374,-949188,51.13,NA,108.87,76.617,4.311,-29.945,0,0,0,0,1400
k-phillipsite,K-Php,K2(Al2Si5)O14*5H2O,cr1,HDNB78,NA,5.May.78,NA,NA,172.1,NA,265,152.66,60.24,-18.45,0,0,0,0,848
k-phillipsite,K-Php,K2(Al2Si5)O14*5H2O,cr2,HDNB78,NA,5.May.78,-3.895,NA,170.8767,NA,265,155.85,53.98,-15.75,0,0,0,0,1000
kalsilite,Kls,K(AlSi)O4,cr1,HDNB78,NA,5.May.78,-481750,-509408,31.85,NA,59.89,29.43,17.36,-5.32,0,0,0,0,810
kalsilite,Kls,K(AlSi)O4,cr2,HDNB78,NA,5.May.78,-482526.312,-512142.073,25.2837,NA,59.89,42.5,0,0,0,0,0,0,1800
kaolinite,Kln,Al2Si2O5(OH)4,cr,HDNB78,NA,5.May.78,-905614,-982221,48.53,NA,99.52,72.77,29.2,-21.52,0,0,0,0,1000
kyanite,Ky,Al2SiO5,cr,HDNB78,NA,5.May.78,-580956,-616897,20,NA,44.09,41.393132,6.816463,-12.882104,0,0,0,0,466
larnite,Lrn,Ca2SiO4,cr1,HDNB78,Kel60.1,5.May.78,NA,NA,30.5,NA,51.6,34.87,9.74,-6.26,0,0,0,0,970
larnite,Lrn,Ca2SiO4,cr2,HDNB78,NA,5.May.78,379.765,NA,30.1022,NA,51.6,32.16,11.02,0,0,0,0,0,1710
larnite,Lrn,Ca2SiO4,cr3,HDNB78,NA,5.May.78,-844.027,NA,18.2296,NA,51.6,49,0,0,0,0,0,0,2000
laumontite,lamt,Ca(Al2Si4)O12*4H2O,cr,HDNB78,SH88.1,15.Mar.90,-1596823,-1728664,116.1,NA,207.55,123.2,44.47,-16.43,0,0,0,0,1000
lawsonite,Lws,CaAl2Si2O7(OH)2*H2O,cr1,HDNB78,SH88.1,15.Mar.90,-1073408,-1158104,55.8,NA,101.32,81.8,23.36,-16.26,0,0,0,0,848
lawsonite,Lws,CaAl2Si2O7(OH)2*H2O,cr2,HDNB78,NA,5.May.78,-1073411.895,NA,54.5767,NA,101.32,84.99,17.1,-13.56,0,0,0,0,1000
leonhardite,Lnr,Ca2(Al4Si8)O24*7H2O,cr,HDNB78,NA,5.May.78,NA,NA,220.4,NA,407.86,235,88.94,-32.86,0,0,0,0,1000
lime,Lim,CaO,cr,HDNB78,NA,5.May.78,-144366,-151790,9.5,NA,16.764,11.67,1.08,-1.56,0,0,0,0,2000
magnesiohastingsite,Mg-Hs,Na(Ca2Mg4Fe)(Al2Si6)O22(OH)2,cr1,HDNB78,NA,5.May.78,NA,NA,163.8,NA,273.8,203.8,49.55,-47.8,0,0,0,0,950
magnesiohastingsite,Mg-Hs,Na(Ca2Mg4Fe)(Al2Si6)O22(OH)2,cr2,HDNB78,NA,5.May.78,-247.815,NA,161.0793,NA,273.8,210.6,40.25,-46.02,0,0,0,0,1050
magnesiohastingsite,Mg-Hs,Na(Ca2Mg4Fe)(Al2Si6)O22(OH)2,cr3,HDNB78,NA,5.May.78,516.199,NA,163.8042,NA,273.8,207.91,41.13,-46.02,0,0,0,0,1500
magnesioriebeckite,Mg-Rbk,Na2(Mg3Fe2)Si8O22(OH)2,cr1,HDNB78,NA,5.May.78,NA,NA,138,NA,271.3,186.26,75.14,-45.18,0,0,0,0,950
