name,abbrv,formula,state,ref1,ref2,date,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
LiCrO4-,NA,LiCrO4-,aq,AML10,NA,03.Jul.10,-246189,-276987,23.021,-1.86,25.17,5.6394,5.9909,2.9644,-3.0267,16.8298,-3.4143,1.2728,-1
NaCrO4-,NA,NaCrO4-,aq,AML10,NA,03.Jul.10,-239025,-266828,38.364,-3.93,24.95,5.5308,5.7256,3.0783,-3.0157,13.4846,-3.8343,1.0404,-1
KCrO4-,NA,KCrO4-,aq,AML10,NA,03.Jul.10,-243870,-269706,48.161,-16.63,33.98,6.7157,8.6197,1.8358,-3.1354,4.6973,-6.4214,0.8921,-1
NH4CrO4-,NA,NH4CrO4-,aq,AML10,NA,03.Jul.10,-195220,-241227,50.414,1.05,43.22,7.9692,11.6814,0.5212,-3.2619,14.7104,-2.8209,0.858,-1
BeCrO4,NA,BeCrO4,aq,AML10,NA,03.Jul.10,-268795,-304575,-14.001,-27.06,7.24,2.7431,-1.0832,6.0017,-2.7343,-9.9664,-8.5462,-0.038,0
MgCrO4,NA,MgCrO4,aq,AML10,NA,03.Jul.10,-286677,-324405,-14.995,-26.44,6.66,2.6638,-1.277,6.0849,-2.7263,-9.6061,-8.4206,-0.038,0
CaCrO4,NA,CaCrO4,aq,AML10,NA,03.Jul.10,-310665,-342487,6.948,-30.19,10.48,3.1862,-0.0009,5.537,-2.779,-11.7978,-9.1847,-0.038,0
SrCrO4,NA,SrCrO4,aq,AML10,NA,03.Jul.10,-313068,-343782,13.152,-32.76,10.36,3.1693,-0.0424,5.5548,-2.7773,-13.2959,-9.707,-0.038,0
BaCrO4,NA,BaCrO4,aq,AML10,NA,03.Jul.10,-312583,-340842,24.015,-35.77,14.65,3.7566,1.3921,4.9389,-2.8366,-15.0586,-10.3215,-0.038,0
RaCrO4,NA,RaCrO4,aq,AML10,NA,03.Jul.10,-313122,-338458,35.729,-38.45,14.92,3.7932,1.4816,4.9005,-2.8403,-16.6254,-10.8678,-0.038,0
MnCrO4,NA,MnCrO4,aq,AML10,NA,03.Jul.10,-233415,-265560,3.57,-24.78,10.63,3.2071,0.0501,5.5151,-2.7811,-8.6346,-8.0819,-0.038,0
FeCrO4,NA,FeCrO4,aq,AML10,NA,03.Jul.10,-200157,-234966,-6.486,-29.87,6.08,2.5844,-1.4709,6.1681,-2.7182,-11.6116,-9.1198,-0.038,0
CoCrO4,NA,CoCrO4,aq,AML10,NA,03.Jul.10,-191358,-226919,-8.365,-29.74,3.14,2.1815,-2.4551,6.5907,-2.6776,-11.5332,-9.0925,-0.038,0
NiCrO4,NA,NiCrO4,aq,AML10,NA,03.Jul.10,-189183,-225989,-12.564,-34.97,0.01,1.7541,-3.4989,7.0388,-2.6344,-14.5885,-10.1577,-0.038,0
CuCrO4,NA,CuCrO4,aq,AML10,NA,03.Jul.10,-162642,-197176,-4.165,-26.92,3.94,2.2914,-2.1867,6.4754,-2.6886,-9.8881,-8.5189,-0.038,0
ZnCrO4,NA,ZnCrO4,aq,AML10,NA,03.Jul.10,-213547,-249673,-7.481,-26.43,4.21,2.328,-2.0972,6.437,-2.6923,-9.5982,-8.4179,-0.038,0
RuCrO4,NA,RuCrO4,aq,AML10,NA,03.Jul.10,-142476,-177806,-7.923,-30.81,4.03,2.3036,-2.1568,6.4626,-2.6899,-12.16,-9.311,-0.038,0
CdCrO4,NA,CdCrO4,aq,AML10,NA,03.Jul.10,-196911,-230863,2.244,-23.97,11.97,3.3903,0.4974,5.323,-2.7996,-8.1646,-7.9181,-0.038,0
PbCrO4,NA,PbCrO4,aq,AML10,NA,03.Jul.10,-184568,-212329,26.114,-36.31,11.97,3.3903,0.4974,5.323,-2.7996,-15.3719,-10.4308,-0.038,0
LaCrO4+,NA,LaCrO4+,aq,AML10,NA,03.Jul.10,-344130,-385189,-35.992,-69.16,-8.55,0.9628,-5.4316,7.8686,-2.5545,-24.183,-17.1222,1.089,1
CeCrO4+,NA,CeCrO4+,aq,AML10,NA,03.Jul.10,-341688,-382654,-32.677,-83.24,-13.46,0.2743,-7.1134,8.5907,-2.485,-32.8713,-19.99,1.0388,1
PrCrO4+,NA,PrCrO4+,aq,AML10,NA,03.Jul.10,-342693,-384306,-33.782,-73.32,-12.3,0.4387,-6.7119,8.4183,-2.5016,-26.9199,-17.9689,1.0555,1
NdCrO4+,NA,NdCrO4+,aq,AML10,NA,03.Jul.10,-340676,-381922,-33.229,-77.2,-12.57,0.3992,-6.8082,8.4597,-2.4976,-29.2689,-18.761,1.0471,1
SmCrO4+,NA,SmCrO4+,aq,AML10,NA,03.Jul.10,-339211,-380739,-34.556,-77.34,-11.59,0.5403,-6.4636,8.3117,-2.5118,-29.1623,-18.7883,1.0672,1
EuCrO4+,NA,EuCrO4+,aq,AML10,NA,03.Jul.10,-317448,-360327,-37.097,-68.35,-10.96,0.6388,-6.2231,8.2084,-2.5218,-23.5588,-16.9584,1.1057,1
GdCrO4+,NA,GdCrO4+,aq,AML10,NA,03.Jul.10,-338700,-379660,-32.898,-67.42,-10.16,0.7272,-6.0071,8.1157,-2.5307,-23.5963,-16.7672,1.0421,1
TbCrO4+,NA,TbCrO4+,aq,AML10,NA,03.Jul.10,-339506,-382393,-38.202,-67.28,-10.6,0.6933,-6.09,8.1513,-2.5273,-22.7779,-16.7399,1.1224,1
DyCrO4+,NA,DyCrO4+,aq,AML10,NA,03.Jul.10,-338743,-382138,-39.529,-61.78,-10.43,0.7245,-6.0137,8.1186,-2.5304,-19.381,-15.6201,1.1425,1
HoCrO4+,NA,HoCrO4+,aq,AML10,NA,03.Jul.10,-341359,-384467,-38.534,-63.93,-11.23,0.6095,-6.2946,8.2391,-2.5188,-20.7732,-16.0571,1.1274,1
ErCrO4+,NA,ErCrO4+,aq,AML10,NA,03.Jul.10,-339868,-384163,-42.954,-65.27,-12.48,0.4612,-6.6568,8.3947,-2.5039,-20.9399,-16.3302,1.1944,1
TmCrO4+,NA,TmCrO4+,aq,AML10,NA,03.Jul.10,-339708,-383997,-42.733,-65.27,-12.48,0.4601,-6.6596,8.3959,-2.5037,-20.9708,-16.3302,1.191,1
YbCrO4+,NA,YbCrO4+,aq,AML10,NA,03.Jul.10,-332935,-375817,-41.407,-68.09,-13.82,0.2701,-7.1235,8.595,-2.4846,-22.8009,-16.9037,1.1709,1
LuCrO4+,NA,LuCrO4+,aq,AML10,NA,03.Jul.10,-339338,-383631,-48.259,-62.19,-14.26,0.2441,-7.187,8.6223,-2.4819,-18.3981,-15.702,1.2747,1
AlCrO4+,NA,AlCrO4+,aq,AML10,NA,03.Jul.10,-300277,-329255,-2.31,-22.05,-0.42,1.9032,-3.1348,6.8825,-2.6495,-1.3566,-7.5261,0.5789,1
GaCrO4+,NA,GaCrO4+,aq,AML10,NA,03.Jul.10,-221635,-251972,-3.871,-4.38,3.45,2.4412,-1.8206,6.3182,-2.7038,9.1844,-3.9271,0.6026,1
InCrO4+,NA,InCrO4+,aq,AML10,NA,03.Jul.10,-207404,-233224,15.343,27.72,8.42,3.0225,-0.4009,5.7087,-2.7625,25.2579,2.6111,0.3116,1
ScCrO4+,NA,ScCrO4+,aq,AML10,NA,03.Jul.10,-325568,-349019,17.745,33.02,9.41,3.1461,-0.099,5.5791,-2.775,28.0199,3.6908,0.2753,1
VCrO4+,NA,VCrO4+,aq,AML10,NA,03.Jul.10,-242299,-263194,24.951,48.92,12.39,3.517,0.8068,5.1902,-2.8124,36.3056,6.9299,0.1662,1
FeCrO4+,NA,FeCrO4+,aq,AML10,NA,03.Jul.10,-189696,-214281,12.187,17.42,7.15,2.8649,-0.7859,5.874,-2.7466,19.6809,0.5132,0.3594,1
YCrO4+,NA,YCrO4+,aq,AML10,NA,03.Jul.10,-348302,-372092,18.946,35.67,9.91,3.2079,0.052,5.5143,-2.7812,29.4008,4.2306,0.2571,1
ZrCrO4+2,NA,ZrCrO4+2,aq,AML10,NA,03.Jul.10,-318046,-354803,-41.459,64.52,-10.25,0.758,-5.9319,8.0834,-2.5338,54.6888,10.109,1.1717,1
RuCrO4+2,NA,RuCrO4+2,aq,AML10,NA,03.Jul.10,-141077,-167607,5.976,6.81,4.55,2.5404,-1.5785,6.2143,-2.7138,14.3488,-1.6477,0.4535,2
ThCrO4+2,NA,ThCrO4+2,aq,AML10,NA,03.Jul.10,-355180,-388722,-27.615,85.52,-8.88,1.059,-5.1967,7.7678,-2.5642,70.0375,14.3862,1.5061,2
NpCrO4+2,NA,NpCrO4+2,aq,AML10,NA,03.Jul.10,-308402,-340807,-24.124,69.28,-8.1,1.1484,-4.9783,7.674,-2.5732,60.0623,11.0783,1.4532,2
AmCrO4+2,NA,AmCrO4+2,aq,AML10,NA,03.Jul.10,-327893,-348491,32.276,-31.77,3.75,2.297,-2.1728,6.4695,-2.6892,-11.8592,-9.5056,0.0552,2
