name,abbrv,formula,state,ref1,ref2,date,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
heulandite,Hul,Ca(Al2Si7)O18*6H2O,cr1,"HDNB78 [S92]",NA,5.May.78,NA,NA,182.4,NA,316.37,179.66,69.07,-24.53,0,0,0,0,848
heulandite,Hul,Ca(Al2Si7)O18*6H2O,cr2,"HDNB78 [S92]",CHNOSZ.1,5.May.78,-11.741,NA,178.73,NA,316.37,189.23,50.29,-16.43,0,0,0,0,1000
huntite,Hun,CaMg3(CO3)4,cr,"HDNB78 [S92]",NA,5.May.78,-1004710,-1082600,71.59,NA,122.9,84.17,42.86,-20.44,0,0,0,0,1000
hydromagnesite,Hydro-Mgs,Mg5(OH)2(CO3)4*4H2O,cr,"HDNB78 [S92]",NA,5.May.78,-1401687,-1557090,129.38,NA,208.8,141.46,65.28,-21.67,0,0,0,0,1000
iron,Fe,Fe,cr1,"RHF79.2 [S92]","Kel60.2 [S92]",5.May.78,0,0,6.52,NA,7.092,3.04,7.58,0.6,0,0,0,0,1033
iron,Fe,Fe,cr2,"RHF79.2 [S92]",CHNOSZ.1,5.May.78,-618.237,-1768.418,2.662,NA,7.092,11.13,0,0,0,0,0,0,1183
iron,Fe,Fe,cr3,"RHF79.2 [S92]",CHNOSZ.1,5.May.78,1293.526,1865.343,8.438,NA,7.092,5.8,1.98,0,0,0,0,0,1673
iron,Fe,Fe,cr4,"RHF79.2 [S92]",CHNOSZ.1,5.May.78,979.29,1252.891,7.438,NA,7.092,6.74,1.6,0,0,0,0,0,1812
jadeite,Jd,NaAl(SiO3)2,cr,"HDNB78 [S92]",NA,5.May.78,-679445,-722116,31.9,NA,60.4,48.16,11.42,-11.87,0,0,0,0,1400
k-feldspar,K-Fs,K(AlSi3)O8,cr,"HDNB78 [S92]",NA,5.May.78,-895374,-949188,51.13,NA,108.87,76.617,4.311,-29.945,0,0,0,0,1400
k-phillipsite,K-Php,K2(Al2Si5)O14*5H2O,cr1,"HDNB78 [S92]",NA,5.May.78,NA,NA,172.1,NA,265,152.66,60.24,-18.45,0,0,0,0,848
k-phillipsite,K-Php,K2(Al2Si5)O14*5H2O,cr2,"HDNB78 [S92]",CHNOSZ.1,5.May.78,-3.895,NA,170.8767,NA,265,155.85,53.98,-15.75,0,0,0,0,1000
kalsilite,Kls,K(AlSi)O4,cr1,"HDNB78 [S92]",NA,5.May.78,-481750,-509408,31.85,NA,59.89,29.43,17.36,-5.32,0,0,0,0,810
kalsilite,Kls,K(AlSi)O4,cr2,"HDNB78 [S92]",CHNOSZ.1,5.May.78,-482526.312,-512142.073,25.2837,NA,59.89,42.5,0,0,0,0,0,0,1800
kaolinite,Kln,Al2Si2O5(OH)4,cr,"HDNB78 [S92]",NA,5.May.78,-905614,-982221,48.53,NA,99.52,72.77,29.2,-21.52,0,0,0,0,1000
kyanite,Ky,Al2SiO5,cr,"HDNB78 [S92]",NA,5.May.78,-580956,-616897,20,NA,44.09,41.393132,6.816463,-12.882104,0,0,0,0,466
larnite,Lrn,Ca2SiO4,cr1,"HDNB78 [S92]","Kel60.1 [S92]",5.May.78,NA,NA,30.5,NA,51.6,34.87,9.74,-6.26,0,0,0,0,970
larnite,Lrn,Ca2SiO4,cr2,"HDNB78 [S92]",CHNOSZ.1,5.May.78,379.765,NA,30.1022,NA,51.6,32.16,11.02,0,0,0,0,0,1710
larnite,Lrn,Ca2SiO4,cr3,"HDNB78 [S92]",CHNOSZ.1,5.May.78,-844.027,NA,18.2296,NA,51.6,49,0,0,0,0,0,0,2000
laumontite,lamt,Ca(Al2Si4)O12*4H2O,cr,"HDNB78 [S92]","SPRONS92.2",15.Mar.90,-1596823,-1728664,116.1,NA,207.55,123.2,44.47,-16.43,0,0,0,0,1000
lawsonite,Lws,CaAl2Si2O7(OH)2*H2O,cr1,"HDNB78 [S92]","SPRONS92.2",15.Mar.90,-1073408,-1158104,55.8,NA,101.32,81.8,23.36,-16.26,0,0,0,0,848
lawsonite,Lws,CaAl2Si2O7(OH)2*H2O,cr2,"HDNB78 [S92]",CHNOSZ.1,5.May.78,-1073411.895,NA,54.5767,NA,101.32,84.99,17.1,-13.56,0,0,0,0,1000
leonhardite,Lnr,Ca2(Al4Si8)O24*7H2O,cr,"HDNB78 [S92]",NA,5.May.78,NA,NA,220.4,NA,407.86,235,88.94,-32.86,0,0,0,0,1000
lime,Lim,CaO,cr,"HDNB78 [S92]",NA,5.May.78,-144366,-151790,9.5,NA,16.764,11.67,1.08,-1.56,0,0,0,0,2000
magnesiohastingsite,Mg-Hs,Na(Ca2Mg4Fe)(Al2Si6)O22(OH)2,cr1,"HDNB78 [S92]",NA,5.May.78,NA,NA,163.8,NA,273.8,203.8,49.55,-47.8,0,0,0,0,950
magnesiohastingsite,Mg-Hs,Na(Ca2Mg4Fe)(Al2Si6)O22(OH)2,cr2,"HDNB78 [S92]",CHNOSZ.1,5.May.78,-247.815,NA,161.0793,NA,273.8,210.6,40.25,-46.02,0,0,0,0,1050
magnesiohastingsite,Mg-Hs,Na(Ca2Mg4Fe)(Al2Si6)O22(OH)2,cr3,"HDNB78 [S92]",CHNOSZ.1,5.May.78,516.199,NA,163.8042,NA,273.8,207.91,41.13,-46.02,0,0,0,0,1500
magnesioriebeckite,Mg-Rbk,Na2(Mg3Fe2)Si8O22(OH)2,cr1,"HDNB78 [S92]",NA,5.May.78,NA,NA,138,NA,271.3,186.26,75.14,-45.18,0,0,0,0,950
magnesioriebeckite,Mg-Rbk,Na2(Mg3Fe2)Si8O22(OH)2,cr2,"HDNB78 [S92]",CHNOSZ.1,5.May.78,-160.892,NA,133.8269,NA,271.3,198.77,56.54,-41.63,0,0,0,0,1050
magnesioriebeckite,Mg-Rbk,Na2(Mg3Fe2)Si8O22(OH)2,cr3,"HDNB78 [S92]",CHNOSZ.1,5.May.78,956.799,NA,137.9045,NA,271.3,194.48,58.3,-41.63,0,0,0,0,1500
magnesite,Mgs,MgCO3,cr,"HDNB78 [S92]",NA,5.May.78,-245658,-265630,15.7,NA,28.018,19.731,12.539,-4.748,0,0,0,0,1000
magnetite,Mag,Fe3O4,cr1,"HDNB78 [S92]",NA,5.May.78,-242574,-267250,34.83,NA,44.524,21.88,48.2,0,0,0,0,0,900
magnetite,Mag,Fe3O4,cr2,"HDNB78 [S92]",CHNOSZ.1,5.May.78,-240960.953,NA,34.9818,NA,44.524,48,0,0,0,0,0,0,1800
malachite,Mal,Cu2(OH)2(CO3),cr,"HDNB78 [S92]",NA,5.May.78,-214204,-251900,44.5,NA,54.86,27.76,43.78,-1.34,0,0,0,0,780
manganosite,Mng,MnO,cr,"HDNB78 [S92]","WEP+82.1 [S92]",5.May.78,-86735,-92070,14.27,NA,13.221,11.11,1.94,-0.88,0,0,0,0,1800
margarite,Mrg,CaAl2(Al2Si2)O10(OH)2,cr1,"HDNB78 [S92]","SPRONS92.2",15.Mar.90,-1394150,-1485803,63.8,NA,129.4,102.5,16.35,-28.05,0,0,0,0,848
margarite,Mrg,CaAl2(Al2Si2)O10(OH)2,cr2,"HDNB78 [S92]",CHNOSZ.1,15.Mar.90,-1394146.105,NA,65.0233,NA,129.4,99.31,22.61,-30.75,0,0,0,0,1000
merwinite,Mer,Ca3Mg(SiO4)2,cr,"HDNB78 [S92]","SPRONS92.2",15.Mar.90,-1036526,-1090796,60.5,NA,104.4,72.97,11.96,-14.44,0,0,0,0,1700
metacinnabar,Met-Cin,HgS,cr,"HDNB78 [S92]",NA,5.May.78,-10437,-11800,21.2,NA,30.169,10.52,3.63,0,0,0,0,0,1000
"microcline,maximum",Max-Mc,K(AlSi3)O8,cr,"HDNB78 [S92]",NA,5.May.78,-895374,-949188,51.13,NA,108.741,63.83,12.9,-17.05,0,0,0,0,1400
minnesotaite,Mnn,Fe3Si4O10(OH)2,cr,"HDNB78 [S92]",NA,5.May.78,NA,NA,83.5,NA,147.86,88.31,42.61,-11.15,0,0,0,0,800
monticellite,Mtc,CaMgSiO4,cr,"HDNB78 [S92]",NA,5.May.78,-512829,-540800,26.4,NA,51.47,36.82,5.34,-8,0,0,0,0,1400
muscovite,Ms,KAl2(AlSi3)O10(OH)2,cr,"HDNB78 [S92]",NA,5.May.78,-1336301,-1427408,68.8,NA,140.71,97.56,26.38,-25.44,0,0,0,0,1000
na-phillipsite,Na-Php,Na2(Al2Si5)O14*5H2O,cr1,"HDNB78 [S92]",NA,5.May.78,NA,NA,172.4,NA,265,152.4,56.48,-20.46,0,0,0,0,848
na-phillipsite,Na-Php,Na2(Al2Si5)O14*5H2O,cr2,"HDNB78 [S92]",CHNOSZ.1,5.May.78,-3.895,NA,171.1767,NA,265,155.59,50.22,-17.76,0,0,0,0,1000
natrolite,Ntr,Na2(Al2Si3)O10*2H2O,cr1,"HDNB78 [S92]",NA,5.May.78,NA,NA,101.6,NA,169.72,95.76,40.08,-15.06,0,0,0,0,848
natrolite,Ntr,Na2(Al2Si3)O10*2H2O,cr2,"HDNB78 [S92]",CHNOSZ.1,5.May.78,3.895,NA,102.8233,NA,169.72,92.57,46.34,-17.76,0,0,0,0,1000
nepheline,Ne,Na(AlSi)O4,cr,"HDNB78 [S92]",NA,5.May.78,-472872,-500241,29.72,NA,54.16,35.908062,6.457918,-7.327965,0,0,0,0,1500
nesquehonite,Nsh,MgCO3*3H2O,cr1,"HDNB78 [S92]",NA,5.May.78,-412035,-472576,46.76,NA,74.79,-1574.804,3899.173,-417.325,0,0,0,0,306.5
nesquehonite,Nsh,MgCO3*3H2O,cr2,"HDNB78 [S92]",CHNOSZ.1,5.May.78,-412132.322,-479914.417,22.4732,NA,74.79,25.246,91.289,-4.222,0,0,0,0,340
nickel,Ni,Ni,cr1,"HDNB78 [S92]",NA,5.May.78,0,0,7.14,NA,6.588,4.06,7.04,0,0,0,0,0,633
nickel,Ni,Ni,cr2,"HDNB78 [S92]",CHNOSZ.1,5.May.78,79.615,167.295,7.434,NA,6.588,6,1.8,0,0,0,0,0,1725
paragonite,Pg,NaAl2(AlSi3)O10(OH)2,cr,"HDNB78 [S92]",NA,5.May.78,-1326012,-1416963,66.4,NA,132.53,97.43,24.5,-26.44,0,0,0,0,1000
pargasite,Prg,Na(Ca2Mg4Al)(Al2Si6)O22(OH)2,cr,"HDNB78 [S92]","SPRONS92.2",15.Mar.90,-2846728,-3016624,160,NA,273.5,205.8,41.66,-50.21,0,0,0,0,1000
pd-oxyannite,Pd-Oxn,KFe3(AlSi3)O10(OH)O-,cr1,"HDNB78 [S92]",NA,5.May.78,NA,NA,68.5,NA,143.2,88.34,54.12,-18.06,0,0,0,0,848
pd-oxyannite,Pd-Oxn,KFe3(AlSi3)O10(OH)O-,cr2,"HDNB78 [S92]",CHNOSZ.1,5.May.78,-11.741,NA,64.83,NA,143.2,97.91,35.34,-9.96,0,0,0,0,950
pd-oxyannite,Pd-Oxn,KFe3(AlSi3)O10(OH)O-,cr3,"HDNB78 [S92]",CHNOSZ.1,5.May.78,-255.019,NA,58.562,NA,143.2,116.68,7.44,-4.63,0,0,0,0,1050
pd-oxyannite,Pd-Oxn,KFe3(AlSi3)O10(OH)O-,cr4,"HDNB78 [S92]",CHNOSZ.1,5.May.78,1423.403,NA,64.6847,NA,143.2,110.24,10.08,-4.63,0,0,0,0,1100
periclase,Per,MgO,cr,"HDNB78 [S92]",NA,5.May.78,-136086,-143800,6.44,NA,11.248,10.18,1.74,-1.48,0,0,0,0,2100
phlogopite,Phl,KMg3(AlSi3)O10(OH)2,cr,"HDNB78 [S92]",NA,5.May.78,-1396187,-1488067,76.1,NA,149.66,100.61,28.78,-21.5,0,0,0,0,1000
"potassium oxide",K-Ox,K2O,cr,"HDNB78 [S92]",NA,5.May.78,-77056,-86800,22.5,NA,40.38,18.51,8.65,-0.88,0,0,0,0,1100
prehnite,Prh,Ca2Al2Si3O10(OH)2,cr1,"HDNB78 [S92]","SPRONS92.2",15.Mar.90,-1390097,-1481649,65,NA,140.33,91.6,37.82,-19.6,0,0,0,0,848
prehnite,Prh,Ca2Al2Si3O10(OH)2,cr2,"HDNB78 [S92]",CHNOSZ.1,5.May.78,-1390108.741,NA,61.33,NA,140.33,101.17,19.04,-11.5,0,0,0,0,1000
pyrite,Py,FeS2,cr,"HDNB78 [S92]",NA,5.May.78,-38293,-41000,12.65,NA,23.94,17.88,1.32,-3.05,0,0,0,0,1000
pyrope,Prp,Mg3Al2Si3O12,cr1,"HDNB78 [S92]","RHF79.1 [S92]",5.May.78,NA,NA,62.3,NA,113.27,91.69,32.64,-20.92,0,0,0,0,848
pyrope,Prp,Mg3Al2Si3O12,cr2,"HDNB78 [S92]",CHNOSZ.1,5.May.78,-11.741,NA,58.63,NA,113.27,101.26,13.86,-12.82,0,0,0,0,1800
pyrophyllite,Prl,Al2Si4O10(OH)2,cr,"HDNB78 [S92]",NA,5.May.78,-1255997,-1345313,57.2,NA,126.6,79.432,39.214,-17.282,0,0,0,0,800
pyrrhotite,Po,FeS,cr1,"HDNB78 [S92]",NA,5.May.78,-24084,-24000,14.41,NA,18.2,5.19,26.4,0,0,0,0,0,411
pyrrhotite,Po,FeS,cr2,"HDNB78 [S92]",CHNOSZ.1,5.May.78,-23968.732,-23751.534,14.8567,NA,18.2,17.4,0,0,0,0,0,0,598
pyrrhotite,Po,FeS,cr3,"HDNB78 [S92]",CHNOSZ.1,5.May.78,-23535.388,-22392.08,17.9629,NA,18.2,12.2,2.38,0,0,0,0,0,1468
quartz,Qtz,SiO2,cr1,"HDNB78 [S92]",NA,5.May.78,-204646,-217650,9.88,NA,22.688,11.22,8.2,-2.7,0,0,0,0,848
quartz,Qtz,SiO2,cr2,"HDNB78 [S92]",CHNOSZ.1,5.May.78,-204461.901,-217728.651,8.9986,NA,23.06,14.41,1.94,0,0,0,0,0,2000
quicksilver,Hg,Hg,cr1,"HDNB78 [S92]",NA,5.May.78,0,0,18.17,NA,14.822,6.44,0,0.19,0,0,0,0,629
quicksilver,Hg,Hg,cr2,"HDNB78 [S92]",CHNOSZ.1,5.May.78,7605.527,14659.869,41.8304,NA,14.822,4.97,0,0,0,0,0,0,3000
rhodochrosite,Rds,MnCO3,cr,"HDNB78 [S92]",NA,5.May.78,-195045,-212521,23.9,NA,31.075,21.99,9.3,-4.69,0,0,0,0,700
richterite,Rct,Na2(CaMg5)Si8O22(OH)2,cr,"HDNB78 [S92]",NA,5.May.78,NA,NA,137.6,NA,272.8,194.8,61.1,-46.15,0,0,0,0,800
riebeckite,Rbk,Na2(Fe3Fe2)Si8O22(OH)2,cr1,"HDNB78 [S92]",NA,5.May.78,NA,NA,156.6,NA,274.9,192.09,76.14,-42.99,0,0,0,0,950
riebeckite,Rbk,Na2(Fe3Fe2)Si8O22(OH)2,cr2,"HDNB78 [S92]",CHNOSZ.1,5.May.78,-160.892,NA,152.4269,NA,274.9,204.6,57.54,-39.44,0,0,0,0,1050
riebeckite,Rbk,Na2(Fe3Fe2)Si8O22(OH)2,cr3,"HDNB78 [S92]",CHNOSZ.1,5.May.78,956.799,NA,156.5045,NA,274.9,200.31,59.3,-39.44,0,0,0,0,1500
"sanidine,high",Hi-Sa,K(AlSi3)O8,cr,"HDNB78 [S92]",NA,5.May.78,-893738,-946538,54.53,NA,109.008,63.83,12.9,-17.05,0,0,0,0,1400
sepiolite,Sep,Mg4Si6O15(OH)2(H2O)2*4H2O,cr,"HDNB78 [S92]",NA,5.May.78,-2211192,-2418000,146.6,NA,285.6,157.92,104.3,-18.68,0,0,0,0,800
siderite,Sd,FeCO3,cr,"HDNB78 [S92]","Hel85 [S92]",5.May.78,-162414,-179173,25.1,NA,29.378,11.63,26.8,0,0,0,0,0,885
sillimanite,Sil,Al2SiO5,cr,"HDNB78 [S92]",NA,5.May.78,-580091,-615099,23.13,NA,49.9,40.023988,7.390511,-11.674053,0,0,0,0,1200
silver,Ag,Ag,cr,"HDNB78 [S92]",NA,5.May.78,0,0,10.17,NA,10.272,5.09,2.04,0.36,0,0,0,0,1234
smithsonite,Smt,ZnCO3,cr,"HDNB78 [S92]",NA,5.May.78,-174850,-194260,19.7,NA,28.275,9.3,33,0,0,0,0,0,780
"sodium oxide",Na-Ox,Na2O,cr,"HDNB78 [S92]",NA,5.May.78,-89883,-99140,17.935,NA,25,18.25,4.89,-2.89,0,0,0,0,1000
spessartine,Sps,Mn3Al2Si3O12,cr1,"HDNB78 [S92]",NA,5.May.78,NA,NA,74.5,NA,117.9,94.48,33.24,-19.12,0,0,0,0,848
spessartine,Sps,Mn3Al2Si3O12,cr2,"HDNB78 [S92]",CHNOSZ.1,5.May.78,-11.741,NA,70.83,NA,117.9,104.05,14.46,-11.02,0,0,0,0,1800
sphalerite,Sp,ZnS,cr,"HDNB78 [S92]",NA,5.May.78,-47947,-49000,14.019,NA,23.83,11.77,1.26,-1.16,0,0,0,0,1300
spinel,Spn,MgAl2O4,cr,"HDNB78 [S92]",NA,5.May.78,-517006,-546847,19.27,NA,39.71,36.772808,6.415456,-9.708792,0,0,0,0,2000
staurolite,St,Fe2Al9Si4O23(OH),cr,"HDNB78 [S92]",NA,5.May.78,NA,NA,117.1,NA,224.4,207.12,36.94,-57.22,0,0,0,0,1000
stilbite,Stb,NaCa2(Al5Si13)O36*14H2O,cr1,"HDNB78 [S92]",NA,5.May.78,NA,NA,399.3,NA,649.91,390.55,137.68,-49.84,0,0,0,0,848
stilbite,Stb,NaCa2(Al5Si13)O36*14H2O,cr2,"HDNB78 [S92]",CHNOSZ.1,5.May.78,-11.741,NA,395.63,NA,649.91,400.12,118.9,-41.74,0,0,0,0,1000
strontianite,Str,SrCO3,cr,"HDNB78 [S92]",NA,5.May.78,-275470,-294600,23.2,NA,39.01,23.52,6.32,-5.08,0,0,0,0,1197
sylvite,Sy,KCl,cr,"HDNB78 [S92]",NA,5.May.78,-97735,-104370,19.73,NA,37.524,9.89,5.2,0.77,0,0,0,0,1043
talc,Tcl,Mg3Si4O10(OH)2,cr,"HDNB78 [S92]",NA,5.May.78,-1320188,-1410920,62.34,NA,136.25,82.482,41.614,-13.342,0,0,0,0,800
tenorite,Tn,CuO,cr,"HDNB78 [S92]",NA,5.May.78,-30568,-37200,10.18,NA,12.22,11.53,1.88,-1.76,0,0,0,0,1600
tremolite,Tr,(Ca2Mg5)Si8O22(OH)2,cr,"HDNB78 [S92]","SPRONS92.2",15.Mar.90,-2770245,-2944038,131.19,NA,272.92,188.222,57.294,-44.822,0,0,0,0,800
wairakite,Wai,Ca(Al2Si4)O12*2H2O,cr,"HDNB78 [S92]","SPRONS92.2",15.Mar.90,-1477432,-1579333,105.1,NA,186.87,100.4,44.47,-16.43,0,0,0,0,1000
wollastonite,Wo,CaSiO3,cr,"HDNB78 [S92]","SPRONS92.2",15.Mar.90,-369225,-389590,19.6,NA,39.93,26.64,3.6,-6.52,0,0,0,0,1400
wurtzite,Wur,ZnS,cr,"HDNB78 [S92]",NA,5.May.78,-44810,-45850,14.064,NA,23.846,11.82,1.16,-1.04,0,0,0,0,1300
zoisite,Zo,Ca2Al3Si3O12(OH),cr,"HDNB78 [S92]","SPRONS92.2",15.Mar.90,-1549179,-1643691,70.74,NA,135.9,106.118,25.214,-27.145,0,0,0,0,700
berndtite,Brn,SnS2,cr,"JH85 [S92]",NA,5.May.78,-34750,-36700,20.9,NA,40.96,15.51,4.2,0,0,0,0,0,1000
cassiterite,Cst,SnO2,cr,"JH85 [S92]",NA,5.May.78,-124260,-138800,12.5,NA,21.55,17.246,2.8026,-4.9001,0,0,0,0,1500
romarchite,Sn-Ox,SnO,cr,"JH85 [S92]",NA,5.May.78,-61459,-68340,13.66,NA,20.895,9.55,3.5,0,0,0,0,0,1237
tin,Sn,Sn,cr1,"JH85 [S92]",NA,Aug.85,0,0,12.24,NA,16.289,4.42,6.3,0,0,0,0,0,505.06
tin,Sn,Sn,cr2,"JH85 [S92]",CHNOSZ.1,Aug.85,679.802,1607.605,15.3519,NA,16.289,7.3,0,0,0,0,0,0,3000
uraninite,UO2,UO2,cr,"SSB97.1 [S98]",NA,8.Sep.94,-246610,-259320,18.4,NA,24.638,15.0033,7.586,-1.83867,0,0,0,0,600
ruthenium,Ru,Ru,cr,"SS98a.1 [S98]",NA,14.Apr.92,0,0,6.82,5.76,8.175,5,1.696,0.223,0,0,0,0,1400
rhodium,Rh,Rh,cr,"SS98a.1 [S98]",NA,14.Apr.92,0,0,7.53,5.92,8.281,5.73,1.895,-0.333,0,0,0,0,1800
palladium,Pd,Pd,cr,"SS98a.1 [S98]",NA,14.Apr.92,0,0,9.04,6.06,8.861,5.73,1.418,-0.085,0,0,0,0,1800
platinum,Pt,Pt,cr,"SS98a.1 [S98]",NA,14.Apr.92,0,0,9.95,6.18,9.09,5.831,1.255,-0.019,0,0,0,0,2000
RuO2,RuO2,RuO2,cr,"SS98a.1 [S98]",NA,9.Apr.92,-60490,-73420,12.5,13.46,19.05,16.7,2.5,-3.55,0,0,0,0,1300
Rh2O3,Rh2O3,Rh2O3,cr,"SS98a.1 [S98]",NA,9.Apr.92,-48300,-68300,21.53,24.86,31.37,20.74,13.8,0.0011,0,0,0,0,1300
PdO,PdO,PdO,cr,"SS98a.1 [S98]",NA,9.Apr.92,-14330,-20400,13.2,10.99,14.68,10.753,1.844,-0.273,0,0,0,0,1143
Pd(OH)2,Pd(OH)2,Pd(OH)2,cr,"SS98a.1 [S98]",NA,9.Apr.92,-72000,-92100,21.7,20.67,28.38,17.75,10.08,-0.273,0,0,0,0,1000
laurite,laur,RuS2,cr,"SS98a.1 [S98]",NA,10.Jun.92,-45030,-47680,13.2,15.85,25.56,17.012,1.618,-1.462,0,0,0,0,1500
Pd4S,Pd4S,Pd4S,cr,"SS98a.1 [S98]",NA,15.Aug.15,-16300,-16500,43.18,27.48,44.03,24,11.66,0,0,0,0,0,1000
vysotskite,PdS,PdS,cr,"SS98a.1 [S98]",NA,30.Mar.95,-16000,-16900,13.5,10.37,20.65,9.97,4.11,-0.73,0,0,0,0,1245
PdS2,PdS2,PdS2,cr,"SS98a.1 [S98]",NA,30.Mar.95,-17700,-18700,21,15.75,34.3,16.39,3.77,-1.57,0,0,0,0,1245
cooperite,PtS,PtS,cr,"SS98a.1 [S98]",NA,9.Apr.92,-18600,-19900,13.16,10.37,22.15,9.97,4.11,-0.73,0,0,0,0,1500
PtS2,PtS2,PtS2,cr,"SS98a.1 [S98]",NA,9.Apr.92,-24200,-26400,17.85,15.75,32.746,16.39,3.77,-1.57,0,0,0,0,1500
Rh2O,Rh2O,Rh2O,cr,"SS98a.1 [S98]",NA,9.Apr.92,-19100,-22700,27.4,,0,15.59,6.47,0,0,0,0,0,1273
zincite,Znc,ZnO,cr,"SSWS97.1 [S98]","HDNB78.1 [S92]",5.May.78,-76596,-83762,10.43,NA,14.338,11.71,1.22,-2.18,0,0,0,0,2000
litharge,NA,PbO,cr,"SSWS97.1 [S98]",SLOP98.1,11.Apr.95,-45220,-52540,15.85,NA,23.91,12.193,2.455,-1.7656,0,0,0,0,2000
sulfur,NA,S,cr1,"MS97.1 [S98]",SLOP98.11,12.Jun.98,0,0,7.6,NA,15.61,3.58,6.24,0,0,0,0,0,368.6
sulfur,NA,S,cr2,"MS97.1 [S98]",SLOP98.11,12.Jun.98,12.847,46.975,7.714,NA,15.61,6.2,0,0,0,0,0,0,392
sulfur,NA,S,cr3,"MS97.1 [S98]",SLOP98.11,12.Jun.98,62.041,144.535,7.877,NA,15.61,8.73,0,0,0,0,0,0,717.8
molybdenite,NA,MoS2,cr,"AS01.1 [S07]",NA,5.Aug.98,-62847.9,-64961.8,14.96,NA,32.02,17.1357,1.78,-2.2014,0,0,0,0,1200
selenium,NA,Se,cr1,"AS01.1 [S07]",NA,30.Jul.98,0,0,10.103,NA,16.42,6.0814,1.2414,-0.41426,0,0,0,0,494
selenium,NA,Se,cr2,"AS01.1 [S07]",NA,30.Jul.98,443.913,753.636,11.142,NA,16.42,4.5124,3.198,6.1576,0,0,0,0,957
ice,"ice Ih",H2O,cr1,MVT01,NA,31.Aug.06,-56546.6,-69968,10.701,10.04,19.228,0.319,32.505,0,0,0,0,0,1000
ice,"ice II",H2O,cr2,MVT01,NA,31.Aug.06,-56299.5,-69967,9.875,10.051,15.301,0.179,33.222,0,0,0,0,0,1000
ice,"ice III",H2O,cr3,MVT01,NA,31.Aug.06,-56432.8,-69554.7,11.704,7.434,16.484,32.398,-83.652,0,0,0,0,0,1000
ice,"ice V",H2O,cr5,MVT01,NA,31.Aug.06,-56347.8,-69495,11.619,7.429,15.488,32.398,-83.652,0,0,0,0,0,1000
ice,"ice VI",H2O,cr6,MVT01,NA,31.Aug.06,-56240,-69423.3,11.499,7.408,14.77,32.479,-84.13,0,0,0,0,0,1000
ice,"ice VII",H2O,cr7,MVT01,NA,31.Aug.06,-55703.2,-68981.8,11.178,9.685,13.915,52.598,-143.881,0,0,0,0,0,1000
ice,"ice VIII",H2O,cr8,MVT01,NA,31.Aug.06,-55684,-69241.4,10.244,9.685,13.914,52.598,-143.881,0,0,0,0,0,1000
ice,"ice IX",H2O,cr9,MVT01,NA,31.Aug.06,-56312.9,-69719.9,10.748,7.434,16.474,32.398,-83.652,0,0,0,0,0,1000
"hydronium jarosite",NA,(H3O)Fe3(SO4)2(OH)6,cr,MSB+04,NA,13.Apr.09,-771128.1,-901099.4,107.122,NA,NA,68.642,150.12,-7.854,0,0,0,0,400
coquimbite,NA,Fe1.47Al0.53(SO4)3(H2O)9.65,cr,MNM+06,NA,13.Apr.09,-1158126.2,-1371510.5,152.557,NA,265.32,0,0,0,0,0,0,0,NA
ferricopiapite,NA,Fe4.78(SO4)6(OH)2.34(H2O)20.71,cr,MNM+06,NA,13.Apr.09,-2411520.1,-2878848,346.367,NA,574.84,0,0,0,0,0,0,0,NA
rhomboclase,NA,(H3O)1.34Fe(SO4)2.17(H2O)3.06,cr,MNM+06,NA,13.Apr.09,-642447.4,-765081.3,90.846,NA,145.24,0,0,0,0,0,0,0,NA
goethite,NA,FeOOH,cr,MGN03,MLS+03,13.Apr.09,-117065,-134010.5,14.269,17.77,20.881,0.298,55.736,0.75,0,0,0,0,375
lepidocrocite,NA,FeOOH,cr,MGN03,MLS+03,13.Apr.09,-114746.7,-131309.8,15.559,16.52,22.395,14.283,14.465,-1.847,0,0,0,0,390
maghemite,NA,Fe2O3,cr,MGN03,MLS+03,13.Apr.09,-173972.3,-193140.5,22.228,25.02,32.779,25.526,15.557,-4.508,0,0,0,0,760
kieserite,NA,MgSO4.H2O,cr,GM09,NA,24.Nov.15,-343670,-385160,30.11,NA,NA,24.65,0.41,-4.29,0,0,0,0,400
starkeyite,NA,MgSO4*4H2O,cr,GM09,NA,24.Nov.15,-514770,-596580,62.12,NA,NA,0,0,0,0,0,0,0,400
hexahydrite,NA,MgSO4*6H2O,cr,GM09,NA,24.Nov.15,-629130,-737880,83.29,NA,NA,48.56,1.6,-10.68,0,0,0,0,400
epsomite,NA,MgSO4*7H2O,cr,GM09,NA,24.Nov.15,-686190,-809920,88.74,NA,NA,52.29,1.78,-11.67,0,0,0,0,400
chlorargyrite,Crg,AgCl,cr,RHF79 [S92],Pan70 [S92],5.May.78,-26247,-30370,23,NA,25.727,14.33,1.821,-2.43,0,0,0,0,728
rutile,TiO2,TiO2,cr,RHF79 [S92],BH83 [S92],31.Mar.92,-212883,-226101,12.02,NA,18.82,15.01442,2.720501,-2.365364,0,0,0,0,1800
titanite,Ti-SPHENE,CaTiSiO5,cr,RHF79 [S92],SPRONS92.1,31.Mar.92,-587349,-621180,30.88,NA,55.65,42.23422,5.703951,-9.525038,0,0,0,0,1800
